stock_number,upc,catalog_number,display_name,website_name,source_categories,size,finish,price,price_label,availability,is_discontinued,url,image,secondary_image,features,safe_working_load_range,collection,web_type,self_closing,keyed,pin_type,technical_documents
N166-030,886780030631,V1143,Rustic Modern T-Hinges,"1143 Rustic Modern T-Hinges, Black, 6""",Gate Hinges,"6""",Black,39.79,National Hardware list price,Active,False,https://www.national-hardware.com/p/1143-rustic-modern-t-hinges?model=N166-030,https://images.national-hardware.com/is/image/nh/nh_166030_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,,,,False,False,Removable,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1143.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/nh_ig_sn12194_v1143_.pdf
N214-078,038613900219,V11,Rustic Pull,"11 Rustic Pulls, Black, 8-1/2""",Gate Parts & Accessories,"8-1/2""",Black,13.59,National Hardware list price,Active,False,https://www.national-hardware.com/p/11-rustic-pulls?model=N214-078,https://images.national-hardware.com/is/image/nh/nh_214078_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_214078_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_11_n166-016.pdf
N122-390,038613122390,2110BC,Safety Gate Hook,"2110 Safety Gate Hooks, Zinc Plated, 8""",Gate Latches & Locks,"8""",Zinc Plated,30.8,National Hardware list price,Active,False,https://www.national-hardware.com/p/2110-safety-gate-hooks?model=N122-390,https://images.national-hardware.com/is/image/nh/nh_122390_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_122390_iu?$nhwProductThumbs$,lifespan|outdoor,,,Gate_Latches-Locks Latches,False,False,,
N131-193,038613131194,296BC,Screw Eye,"296 Screw Eyes, Zinc Plated, 1/2"" x 4""",Gate Parts & Accessories,"1/2"" x 4""",Zinc Plated,6.96,National Hardware list price,Active,False,https://www.national-hardware.com/p/296-screw-eyes?model=N131-193,https://images.national-hardware.com/is/image/nh/nh_131193_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_131193_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_296bc_n131-193.pdf
N130-112,038613130111,291BC,Screw Hook,"291 Screw Hooks, Zinc Plated, 1/2"" x 4""",Gate Parts & Accessories,"1/2"" x 4""",Zinc Plated,6.27,National Hardware list price,Active,False,https://www.national-hardware.com/p/291-screw-hooks?model=N130-112,https://images.national-hardware.com/is/image/nh/nh_130112_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_130112_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,51 - 100 lb,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_291bc_n130-112.pdf
N131-170,886780021936,V297,Screw Hook & Eye Hinges,Screw Hook & Eye Hinge,Gate Hinges,"1/2"" x 4""",Black,40.19,National Hardware list price,Active,False,https://www.national-hardware.com/p/297-screw-hook-eye-hinge?model=N131-170,https://images.national-hardware.com/is/image/nh/snh_131170_c1?$nhwProductThumbs$,,outdoor,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/sn12058.pdf
N129-767,038613129764,290BC,Screw Hooks/Strap Hinges,"290 Screw Hook-Strap Hinges, Zinc Plated, 12""",Gate Hinges,"12""",Zinc Plated,52.05,National Hardware list price,Active,False,https://www.national-hardware.com/p/290-screw-hook-strap-hinges?model=N129-767,https://images.national-hardware.com/is/image/nh/snh_129767_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,101 - 200 lb,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_290bc_n129-767.pdf
N343-475,038613343474,DPV879,Self-Closing Gate Kit,"879 Self-Closing Gate Kits, Black",Gate Kits,,Black,60.46,National Hardware list price,Active,False,https://www.national-hardware.com/p/879-self-closing-gate-kits?model=N343-475,https://images.national-hardware.com/is/image/nh/snh_343475_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_343475_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,
N166-006,886780029451,1113,Shed Kit,"1113 Shed Kit, Black",Gate Kits,,Black,72.09,National Hardware list price,Active,False,https://www.national-hardware.com/p/1113-shed-kit?model=N166-006,https://images.national-hardware.com/is/image/nh/nh_166006_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_166006_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/sn12064.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_1113_n166-006.pdf
N100-056,886780017441,1129,Slide Bolt,"1129 Slide Bolt, Black",Gate Latches & Locks,,Black,17.1,National Hardware list price,Active,False,https://www.national-hardware.com/p/1129-slide-bolt?model=N100-056,https://images.national-hardware.com/is/image/nh/snh_100056_box?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_100056_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_1129_n100-056.pdf
N165-506,038613165502,V1134,Sliding Bolt Door/Gate Latch,"1134 Sliding Bolt Door-Gate Latches, Black",Gate Latches & Locks,,Black,16.1,National Hardware list price,Active,False,https://www.national-hardware.com/p/1134-sliding-bolt-door-gate-latches?model=N165-506,https://images.national-hardware.com/is/image/nh/snh_165506_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1134_n165-506.pdf
N165-555,038613165502,V1134,Sliding Bolt Door/Gate Latch,"1134 Sliding Bolt Door-Gate Latches, Zinc Plated",Gate Latches & Locks,,Zinc Plated,14.49,National Hardware list price,Active,False,https://www.national-hardware.com/p/1134-sliding-bolt-door-gate-latches?model=N165-555,https://images.national-hardware.com/is/image/nh/snh_165555_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1134_n165-506.pdf
N262-147,038613165502,V1134,Sliding Bolt Door/Gate Latch,"1134 Sliding Bolt Door-Gate Latches, Galvanized",Gate Latches & Locks,,Galvanized,27.4,National Hardware list price,Active,False,https://www.national-hardware.com/p/1134-sliding-bolt-door-gate-latches?model=N262-147,https://images.national-hardware.com/is/image/nh/nh_262147_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_262147_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1134_n165-506.pdf
N342-659,038613342651,V1131,Sliding Bolt Door/Gate Latch,"1131 Sliding Bolt Door-Gate Latches, Stainless Steel",Gate Latches & Locks,,Stainless Steel,38.7,National Hardware list price,Active,False,https://www.national-hardware.com/p/1131-sliding-bolt-door-gate-latches?model=N342-659,https://images.national-hardware.com/is/image/nh/nh_342659_c1?$nhwProductThumbs$,,lifespan|outdoor|stainlesssteel|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,
N109-080,886780023732,V1270,SmartKey Gate Lock,"1270 SmartKey Gate Lock, Black, 2-3/10""",Gate Latches & Locks,"2-3/10""",Black,84.31,National Hardware list price,Active,False,https://www.national-hardware.com/p/1270-smartkey-gate-lock?model=N109-080,https://images.national-hardware.com/is/image/nh/snh_109080_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/snh_109080_v1?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Latches,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_ig_sn11481_v1270_.pdf
N100-054,886780017427,V2101,Spear Gate Hook,"2101 Spear Gate Hook, Black, 6""",Gate Parts & Accessories,"6""",Black,17.1,National Hardware list price,Active,False,https://www.national-hardware.com/p/2101-spear-gate-hook?model=N100-054,https://images.national-hardware.com/is/image/nh/nh_100054_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_100054_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v2101_n100-054.pdf
N109-023,886780017663,,Spear Gate Pull,"8 Spear Gate Pull, Black, 7-3/4""",Gate Parts & Accessories,"7-3/4""",Black,22.05,National Hardware list price,Active,False,https://www.national-hardware.com/p/8-spear-gate-pull?model=N109-023,https://images.national-hardware.com/is/image/nh/nh_109023_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_8_n109-023.pdf
N100-053,886780017410,,Spear Heavy Duty T-Hinge,"8591 Spear Heavy Duty T-Hinge, Black, 13""",Gate Hinges,"13""",Black,47.46,National Hardware list price,Active,False,https://www.national-hardware.com/p/8591-spear-heavy-duty-t-hinge?model=N100-053,https://images.national-hardware.com/is/image/nh/snh_100053_box?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_100053_iu?$nhwProductThumbs$,lifespan|outdoor,51 - 100 lb,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_8591_n100-053.pdf
N109-016,886780017595,V5,Spear Pull,"5 Spear Pull, Black, 10""",Gate Parts & Accessories,"10""",Black,13.89,National Hardware list price,Active,False,https://www.national-hardware.com/p/5-spear-pull?model=N109-016,https://images.national-hardware.com/is/image/nh/nh_109016_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_109016_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_5_n109-016.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v5_n109-016.pdf
N109-011,886780017557,SPB8411,Spear T-Hinge,"8441 Spear T-Hinge, Black, 6""",Gate Hinges,"6""",Black,16.79,National Hardware list price,Active,False,https://www.national-hardware.com/p/8441-spear-t-hinge?model=N109-011,https://images.national-hardware.com/is/image/nh/snh_109011_c1?$nhwProductThumbs$,,lifespan|outdoor|weatherguard,41 - 50 lb,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/sn12055.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/snh_td-v8411.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/snh_ig_spb8411-n109-011.pdf
N109-212,886780022247,V1142,Spring Loaded Heavy Duty Sliding Bolt,"1142 Spring Loaded Heavy Duty Sliding Bolt, Zinc Plated",Gate Latches & Locks,,Zinc Plated,32.08,National Hardware list price,Active,False,https://www.national-hardware.com/p/1142-spring-loaded-heavy-duty-sliding-bolt?model=N109-212,https://images.national-hardware.com/is/image/nh/snh_109212_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_109212_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1142_n109-214.pdf
N109-214,886780022247,V1142,Spring Loaded Heavy Duty Sliding Bolt,"1142 Spring Loaded Heavy Duty Sliding Bolt, Black",Gate Latches & Locks,,Black,32.08,National Hardware list price,Active,False,https://www.national-hardware.com/p/1142-spring-loaded-heavy-duty-sliding-bolt?model=N109-214,https://images.national-hardware.com/is/image/nh/snh_109214_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_109214_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Cane & Sliding Bolts,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1142_n109-214.pdf
N214-304,038613236721,V1136,Stall/Gate Latch,"1136 Stall-Gate Latches, Zinc Plated",Gate Latches & Locks,,Zinc Plated,33.61,National Hardware list price,Discontinued,True,https://www.national-hardware.com/p/1136-stall-gate-latches?model=N214-304,https://images.national-hardware.com/is/image/nh/snh_214304_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_236729_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Latches,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1136_n236-729.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_1135_n236-729.pdf
N236-729,038613236721,V1136,Stall/Gate Latch,"1136 Stall-Gate Latches, Black",Gate Latches & Locks,,Black,44.33,National Hardware list price,Active,False,https://www.national-hardware.com/p/1136-stall-gate-latches?model=N236-729,https://images.national-hardware.com/is/image/nh/snh_236729_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_236729_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Latches,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1136_n236-729.pdf|https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_1135_n236-729.pdf
N109-040,886780017908,V1390,Thumb Latch,"1390 Thumb Latch, Black",Gate Latches & Locks,,Black,34.84,National Hardware list price,Active,False,https://www.national-hardware.com/p/1390-thumb-latch?model=N109-040,https://images.national-hardware.com/is/image/nh/snh_109040_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_109040_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,Gate_Latches-Locks Latches,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_v1390_n109-040.pdf
N346-206,886780019070,V6216,TruClose Narrow Spring Hinge,"6212 TruClose Narrow Spring Hinge, Black, 3-13/16"" x 2-1/2""",Gate Hinges,"3-13/16"" x 2-1/2""",Black,94.55,National Hardware list price,Active,False,https://www.national-hardware.com/p/6212-truclose-narrow-spring-hinge?model=N346-206,https://images.national-hardware.com/is/image/nh/snh_346206_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/snh_346206_v1?$nhwProductThumbs$,indoor|lifespan,51 - 100 lb,,,False,False,,
N346-207,886780019087,,TruClose Spring Hinge,"6216 TruClose Spring Hinge, Black, 3-9/16"" x 5-1/4""",Gate Hinges,"3-9/16"" x 5-1/4""",Black,101.4,National Hardware list price,Active,False,https://www.national-hardware.com/p/6216-truclose-spring-hinge?model=N346-207,https://images.national-hardware.com/is/image/nh/snh_346207_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_346207_iu?$nhwProductThumbs$,indoor|lifespan,51 - 100 lb,,,False,False,,
N222-059,038613125568,2180BC,Turnbuckles Gate Hook,"2180 Turnbuckle Gate Hooks, Zinc Plated, 3/8"" x 11""",Gate Parts & Accessories,"3/8"" x 11""",Zinc Plated,13.8,National Hardware list price,Active,False,https://www.national-hardware.com/p/2180-turnbuckle-gate-hooks?model=N222-059,https://images.national-hardware.com/is/image/nh/nh_222059_c1?$nhwProductThumbs$,https://images.national-hardware.com/is/image/nh/nh_222059_iu?$nhwProductThumbs$,lifespan|outdoor|weatherguard,,,,False,False,,https://nationalhardwarestorage.blob.core.windows.net/documents/nh_td_2180bc_n222-059.pdf
N166-038,886780033892,V1171,Twisted Rod Pull,,Gate Parts & Accessories,,Black,38.39,National Hardware list price,Active,False,https://www.national-hardware.com/p/1171-twisted-gate-pull?model=N166-038,https://images.national-hardware.com/is/image/nh/n166-038_c1?$nhwProductThumbs$,,aluminum|lifespan|outdoor,,,,False,False,,
